name,category,style,abv,ibu,srm
Old Jack,British Ale,Old Ale,0.0,0.0,0.0
Old Kentucky Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Old Krogh Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Old Man Winter Ale,German Ale,German-Style Brown Ale/Altbier,8.0,0.0,0.0
Old Marcus Ale,British Ale,Extra Special Bitter,6.599999904632568,0.0,0.0
Old Market Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Old Oak Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Old Port Porter,Irish Ale,Porter,0.0,0.0,0.0
Old Powerhouse Lager (discontinued),North American Lager,American-Style Lager,0.0,0.0,0.0
Old Princeton Landing IPA,North American Ale,American-Style India Pale Ale,6.099999904632568,0.0,0.0
Old Redwood Porter,Irish Ale,Porter,5.5,0.0,0.0
Old Rip Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Old Rogue Pale Ale,North American Ale,American-Style Pale Ale,5.5,0.0,0.0
Old Roundout Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Old Salt IPA,North American Ale,American-Style India Pale Ale,5.800000190734863,0.0,0.0
Old Seattle Lager,North American Lager,American-Style Lager,4.300000190734863,0.0,0.0
Old Slug Porter,Irish Ale,Porter,4.5,0.0,0.0
Old Smoky,North American Lager,American-Style Lager,0.0,0.0,0.0
Old Speckled Hen,British Ale,Classic English-Style Pale Ale,5.199999809265137,0.0,0.0
Old Stock Ale 2001,British Ale,Old Ale,11.399999618530273,0.0,0.0
Old Stock Ale 2002,British Ale,Old Ale,11.399999618530273,0.0,0.0
Old Stock Ale 2004,British Ale,Old Ale,11.399999618530273,0.0,0.0
Old Stock Ale 2007,British Ale,Old Ale,11.699999809265137,0.0,0.0
Old Style,North American Lager,American-Style Lager,0.0,0.0,0.0
Old Sullivan Porter,Irish Ale,Porter,0.0,0.0,0.0
Old Town IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Old Town Nut Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Old Woody 2005,British Ale,Old Ale,10.0,0.0,0.0
Old Woody Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Old World Oktoberfest,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Old-Style Porter,Irish Ale,Porter,5.099999904632568,0.0,0.0
Olde #8 Anniversary Ale,German Ale,German-Style Brown Ale/Altbier,6.849999904632568,0.0,0.0
Olde Expensive Ale,British Ale,Old Ale,0.0,0.0,0.0
Olde Orchard Ale,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Olde School Barleywine,North American Ale,American-Style Barley Wine Ale,15.039999961853027,0.0,0.0
Olde Suffolk,British Ale,Old Ale,0.0,0.0,0.0
Oliver ESB,British Ale,Extra Special Bitter,0.0,0.0,0.0
Oliver Irish Red,Irish Ale,Irish-Style Red Ale,0.0,0.0,0.0
Oliver Pagan Porter,Irish Ale,Porter,0.0,0.0,0.0
One Nut Brown Ale,North American Ale,American-Style Brown Ale,5.0,0.0,0.0
Optimator,German Lager,German-Style Doppelbock,7.199999809265137,0.0,0.0
Orange Blossom Pilsner,Other Style,Fruit Beer,6.5,0.0,0.0
Organic Ale,North American Ale,Golden or Blonde Ale,5.0,0.0,0.0
Organic Hefewizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Organic Porter,Irish Ale,Porter,0.0,0.0,0.0
Original,North American Lager,American-Style Lager,4.599999904632568,0.0,0.0
Original Badebier / Original Bathbeer Monastery Fun,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Original Dark,North American Lager,American-Style Lager,0.0,0.0,0.0
Original Ittinger KlosterbrÃ¤u,North American Lager,American-Style Lager,0.0,0.0,0.0
Original Oktoberfest,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Orlando Blonde Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Orlio Seasonal Black Lager,German Lager,German-Style Schwarzbier,4.5,0.0,0.0
Ornery Amber Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Oro de Calabaza,Belgian and French Ale,Belgian-Style Pale Strong Ale,8.0,0.0,0.0
Orval Trappist Ale,Belgian and French Ale,Other Belgian-Style Ales,6.900000095367432,0.0,0.0
Osage Golden Wheat Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Otis Alt,North American Ale,American-Style Brown Ale,5.300000190734863,0.0,0.0
Otto's Hefeweizen,German Ale,South German-Style Hefeweizen,7.099999904632568,0.0,0.0
Oudbeitje,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Oude Geuze,Belgian and French Ale,Belgian-Style Fruit Lambic,6.0,0.0,0.0
Oude Gueuze,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Oude Gueuze Vielle,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Oude Kriek,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Over The Line Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Overcast Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Oyster Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
P.M. Porter,Irish Ale,Porter,6.400000095367432,0.0,0.0
PMD Mild Ale,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Pabst Blue Ribbon,North American Lager,American-Style Light Lager,4.739999771118164,0.0,0.0
Pabst Blue Ribbon Light,North American Lager,American-Style Light Lager,4.190000057220459,0.0,0.0
Pacific Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Pacific Porter,Irish Ale,Porter,0.0,0.0,0.0
Pacific Ridge Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Packs A Punch Porter,Irish Ale,Porter,0.0,0.0,0.0
PacÃ­fico Clara,North American Lager,American-Style Lager,4.5,0.0,0.0
Padawan Pale Ale,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
Paddle Me IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Paddle Out Stout,North American Ale,American-Style Stout,5.199999809265137,0.0,0.0
Paddy Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Paddywhack IPA,North American Ale,American-Style India Pale Ale,6.5,0.0,0.0
Paint the Town Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Palace Porter,Irish Ale,Porter,0.0,0.0,0.0
Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Pale Ale,North American Lager,American-Style Lager,5.5,0.0,0.0
Pale Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Pale Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Pale Pale Boss Ale,North American Ale,American-Style Pale Ale,4.800000190734863,0.0,0.0
Pale Rider,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Palpitations Porter,Irish Ale,Porter,0.0,0.0,0.0
Panama Limited Red Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Paniolo Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Panther Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Pantown Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Panty Peeler Tripel,Belgian and French Ale,Belgian-Style Tripel,8.5,0.0,0.0
Paradise Pale Ale,North American Ale,American-Style Pale Ale,4.800000190734863,0.0,0.0
Paradox Speyside,North American Ale,American-Style Imperial Stout,10.0,0.0,0.0
Pardon Me Porter,Irish Ale,Porter,0.0,0.0,0.0
Patriot Pale Ale,North American Ale,American-Style Pale Ale,5.199999809265137,0.0,0.0
Patriot Porter,Irish Ale,Porter,0.0,0.0,0.0
Patriots Pilsner,German Lager,German-Style Pilsener,4.800000190734863,0.0,0.0
Patty's Chile Beer,Other Style,Fruit Beer,0.0,0.0,0.0
Pau Hana Porter,Irish Ale,Porter,0.0,0.0,0.0
Pawn Shop Porter,Irish Ale,Porter,5.699999809265137,0.0,0.0
Pays du Soleil,Belgian and French Ale,Other Belgian-Style Ales,8.0,0.0,0.0
Peaches and Cream,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Peak One Porter,Irish Ale,Porter,0.0,0.0,0.0
Pearl Street Porter,Irish Ale,Porter,0.0,0.0,0.0
Peat Smoked Altbier,North American Lager,American-Style Lager,0.0,0.0,0.0
Pecan Street Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Peckiomen Pils,North American Lager,American-Style Lager,0.0,0.0,0.0
Pelican Bay Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Pelican Pale,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
Penalty Shot Porter,Irish Ale,Porter,5.800000190734863,0.0,0.0
Pendle Witches Brew,North American Ale,American-Style Pale Ale,5.099999904632568,0.0,0.0
Peninsula Porter,Irish Ale,Porter,0.0,0.0,0.0
Penitentiary Porter,Irish Ale,Porter,0.0,0.0,0.0
Peregrine Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Perfect Stout,North American Ale,American-Style Stout,4.800000190734863,0.0,0.0
Perseus Porter,Irish Ale,Porter,5.400000095367432,0.0,0.0
Petite Orval,Belgian and French Ale,Other Belgian-Style Ales,3.5,0.0,0.0
Petrified Porter,Irish Ale,Porter,0.0,0.0,0.0
Petrus Dubbel Bruin Ale,Belgian and French Ale,Belgian-Style Dubbel,6.5,0.0,0.0
Petrus Speciale,North American Ale,American-Style Pale Ale,5.5,0.0,0.0
Pewaukee Porter,Irish Ale,Porter,0.0,0.0,0.0
Pheasant Plucker,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Phoenix Pale Ale,North American Ale,American-Style Pale Ale,5.5,0.0,0.0
Pick Axe IPA,North American Ale,American-Style India Pale Ale,6.5,0.0,0.0
Pick Axe Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Piedmont Porter,Irish Ale,Porter,0.0,0.0,0.0
Piels Draft,North American Lager,American-Style Light Lager,4.599999904632568,0.0,0.0
Pier 96 Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Pier Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Pig Iron Porter,Irish Ale,Porter,0.0,0.0,0.0
Pig Pen Pilsener,German Lager,German-Style Pilsener,4.699999809265137,0.0,0.0
Pillar Point Pale Ale,North American Ale,American-Style Pale Ale,4.599999904632568,0.0,0.0
Pils,North American Lager,American-Style Lager,0.0,0.0,0.0
Pils Legende,German Lager,German-Style Pilsener,4.900000095367432,0.0,0.0
Pilsener,German Lager,German-Style Pilsener,4.800000190734863,0.0,0.0
Pilsner,North American Lager,American-Style Lager,0.0,0.0,0.0
Pilsner (discontinued),North American Lager,American-Style Lager,0.0,0.0,0.0
Pilsner Urquell,German Lager,German-Style Pilsener,4.400000095367432,0.0,0.0
Pilsner of El Salvador,North American Lager,American-Style Lager,0.0,0.0,0.0
Pinckney Street Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Pine Belt Pale Ale,North American Ale,American-Style Pale Ale,6.300000190734863,0.0,0.0
Pine Tar Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Pioneer Black River Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Pioneer Pale Ale (discontinued),North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Pioneer Peak Porter,Irish Ale,Porter,4.300000190734863,0.0,0.0
Piranha Pale Ale,North American Ale,American-Style Pale Ale,5.699999809265137,0.0,0.0
Pirate Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Pirate's Porter,North American Ale,Dark American-Belgo-Style Ale,5.300000190734863,0.0,0.0
Piston Bitter,British Ale,Extra Special Bitter,5.0,0.0,0.0
Plaid Bastard,British Ale,Scotch Ale,8.0,0.0,0.0
Planet Porter / Boulder Porter,Irish Ale,Porter,5.5,0.0,0.0
Plank Road Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Platte Valley Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Playland Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Plaza Porter,Irish Ale,Porter,0.0,0.0,0.0
Plead the 5th Imperial Stout,North American Ale,American-Style Imperial Stout,12.0,0.0,0.0
Pleasanton Pale,North American Ale,American-Style Pale Ale,5.300000190734863,0.0,0.0
Podge Belgian Imperial Stout,North American Ale,American-Style Stout,10.5,0.0,0.0
Poe Paddy Porter,Irish Ale,Porter,0.0,0.0,0.0
Poi Dog Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Point Of Rocks Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Point Reyes Porter,Irish Ale,Porter,0.0,0.0,0.0
Pointer Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Polar Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Pomegranate Wheat,Other Style,Fruit Beer,4.699999809265137,0.0,0.0
Ponchartrain Porter,Irish Ale,Porter,0.0,0.0,0.0
Ponderosa IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Poperings Hommel Ale,North American Ale,American-Style Pale Ale,7.5,0.0,0.0
Poplar Porter,Irish Ale,Porter,0.0,0.0,0.0
Porcupine Porter,Irish Ale,Porter,0.0,0.0,0.0
Port Clinton Porter,Irish Ale,Porter,0.0,0.0,0.0
Port Royal Export,North American Lager,American-Style Lager,0.0,0.0,0.0
Port Washington Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Port Washington Old Port Porter,Irish Ale,Porter,0.0,0.0,0.0
Port Washington Pier 96 Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Porter,German Lager,German-Style Schwarzbier,5.800000190734863,0.0,0.0
Porter,Irish Ale,Porter,0.0,0.0,0.0
Porter,North American Ale,American-Style Stout,7.800000190734863,0.0,0.0
Porter Boom,Irish Ale,Porter,8.0,0.0,0.0
Porter Czarny Boss / Black BOSS Porter,North American Ale,American-Style Stout,9.600000381469727,0.0,0.0
Porter From Hell,Irish Ale,Porter,0.0,0.0,0.0
Porter IV,North American Ale,American-Style Stout,7.199999809265137,0.0,0.0
Porteris,German Lager,Traditional German-Style Bock,7.0,0.0,0.0
Ports Pale Ale,North American Ale,American-Style Pale Ale,4.300000190734863,0.0,0.0
Portsmouth Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Poseidon Imperial Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Possession Porter,Irish Ale,Porter,5.599999904632568,0.0,0.0
Post Washington Octoberfest,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Potbelly Porter,Irish Ale,Porter,0.0,0.0,0.0
Potrero ESB,British Ale,Special Bitter or Best Bitter,5.199999809265137,0.0,0.0
Powell Porter,Irish Ale,Porter,0.0,0.0,0.0
Pozharnik,North American Ale,American-Style Imperial Stout,8.100000381469727,0.0,0.0
Prairie Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Prairie Thunder Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Prairie Wheat Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Premier,North American Lager,American-Style Lager,0.0,0.0,0.0
Premium Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Premium Gold,North American Lager,American-Style Lager,0.0,0.0,0.0
Premium Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Premium Light,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Premium Light Lager,North American Lager,American-Style Lager,4.5,0.0,0.0
Premium Light Lager Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Prescott Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Prescription Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Pride & Joy Mild Ale,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Pride of Romsey IPA,North American Ale,American-Style India Pale Ale,5.0,0.0,0.0
Prime I.P.A.,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Prime Time Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Primo,North American Lager,American-Style Lager,0.0,0.0,0.0
PrimÃ¡tor Blonde Bock Beer,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
PrimÃ¡tor Double 24% / PrimÃ¡tor Double Bock Beer,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Princess of Darkness Porter,Irish Ale,Porter,0.0,0.0,0.0
Prize Old Ale,British Ale,Old Ale,9.0,0.0,0.0
Pro-Tel Memorial Malt Liquor,North American Lager,American-Style Lager,0.0,0.0,0.0
Prohibition Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Prohibition Porter,Irish Ale,Porter,0.0,0.0,0.0
Prohibition Smokehouse Porter,North American Lager,American-Style Lager,0.0,0.0,0.0
Promethean Porter,Irish Ale,Porter,0.0,0.0,0.0
Proper Job,British Ale,English-Style India Pale Ale,5.5,0.0,0.0
Prostrator Doppelbock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Pseudo Lambic Framboise,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Puget Porter,Irish Ale,Porter,0.0,0.0,0.0
Pull Chain Pail Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Pullman Porter,Irish Ale,Porter,0.0,0.0,0.0
Pumpkinhead Ale,Other Style,Pumpkin Beer,4.5,0.0,0.0
Pyramid Thunderhead IPA,North American Ale,American-Style India Pale Ale,6.699999809265137,0.0,0.0
PÃªche / Pecheresse,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Quad,Belgian and French Ale,Belgian-Style Quadrupel,11.800000190734863,0.0,0.0
Quail Springs IPA,North American Ale,American-Style India Pale Ale,6.0,0.0,0.0
Quarry Rock Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Queen of Clubs Schwarzbier,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Raccoon Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Raftman,North American Ale,American-Style Amber/Red Ale,5.5,0.0,0.0
Rahr's Bucking Bock,German Lager,German-Style Heller Bock/Maibock,8.0,0.0,0.0
Railroad Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Railroad Street Porter,Irish Ale,Porter,0.0,0.0,0.0
Railyard Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Railyard Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Railyard Ale,North American Ale,American-Style Pale Ale,5.800000190734863,0.0,0.0
Rainbow Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Rainbow Trout Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Rambling Raspberry Ale,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Ranger Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Rapidan Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Rare Vos,Belgian and French Ale,Other Belgian-Style Ales,6.5,0.0,0.0
Raspberry,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Raspberry Ale,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Raspberry Beer,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Raspberry Brown Ale,North American Ale,American-Style Brown Ale,4.900000095367432,0.0,0.0
Raspberry Porter,Irish Ale,Porter,0.0,0.0,0.0
Raspberry Weizen,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Raspberry Wheat,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Raspberry Wheat Ale,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Raspy Raspberry Weiss,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Rat Beach Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Rat City IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Rauchbier Weissbier,North American Lager,American-Style Lager,0.0,0.0,0.0
Razz-Wheat,Other Style,Light American Wheat Ale or Lager,5.0,0.0,0.0
Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Red & White,Belgian and French Ale,Belgian-Style White,10.0,0.0,0.0
Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Red Alert Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Brick Double Chocolate Oatmeal Porter,Irish Ale,Porter,7.699999809265137,0.0,0.0
Red Cedar Red,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Red Chair IPA,North American Ale,American-Style India Pale Ale,6.400000095367432,0.0,0.0
Red Coat Ale,North American Ale,American-Style Amber/Red Ale,5.699999809265137,0.0,0.0
Red Dog,North American Lager,American-Style Light Lager,5.0,0.0,0.0
Red Dragon Xtreme,North American Lager,American-Style Lager,0.0,0.0,0.0
Red Earth Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Red Eye Amber,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Eye Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
